TOTAL_CASH_CHANGE_1dt_day_1,TOTAL_CASH_CHANGE_1dt_day_2,TOTAL_CASH_CHANGE_1dt_day_3,TOTAL_CASH_CHANGE_1dt_day_4,TOTAL_CASH_CHANGE_1dt_day_5,TOTAL_CASH_CHANGE_1dt_day_6,TOTAL_CASH_CHANGE_1dt_day_7,TOTAL_CASH_CHANGE_1dt_day_8,TOTAL_CASH_CHANGE_1dt_day_9,TOTAL_CASH_CHANGE_1dt_day_10,TOTAL_CASH_CHANGE_1dt_day_11,TOTAL_CASH_CHANGE_1dt_day_12,TOTAL_CASH_CHANGE_1dt_day_13,TOTAL_CASH_CHANGE_1dt_day_14,TOTAL_CASH_OUT_1dt_day_1,TOTAL_CASH_OUT_1dt_day_2,TOTAL_CASH_OUT_1dt_day_3,TOTAL_CASH_OUT_1dt_day_4,TOTAL_CASH_OUT_1dt_day_5,TOTAL_CASH_OUT_1dt_day_6,TOTAL_CASH_OUT_1dt_day_7,TOTAL_CASH_OUT_1dt_day_8,TOTAL_CASH_OUT_1dt_day_9,TOTAL_CASH_OUT_1dt_day_10,TOTAL_CASH_OUT_1dt_day_11,TOTAL_CASH_OUT_1dt_day_12,TOTAL_CASH_OUT_1dt_day_13,TOTAL_CASH_OUT_1dt_day_14
3.632661104202270508e-01,1.799209415912628174e-01,6.589491367340087891e-01,3.276360034942626953e-01,4.099363088607788086e-01,3.540387749671936035e-02,5.088390111923217773e-01,0.000000000000000000e+00,5.088390111923217773e-01,0.000000000000000000e+00,7.121110558509826660e-01,4.726831316947937012e-01,6.986085772514343262e-01,3.144442141056060791e-01,5.340728163719177246e-01,9.829699248075485229e-02,6.120802164077758789e-01,2.213826328516006470e-01,6.091760396957397461e-01,3.119606673717498779e-01,5.088390111923217773e-01,0.000000000000000000e+00,5.088390111923217773e-01,0.000000000000000000e+00,6.332145333290100098e-01,5.089204311370849609e-01,7.640897035598754883e-01,4.311779141426086426e-01
6.589491367340087891e-01,3.276360034942626953e-01,4.099363088607788086e-01,3.540387749671936035e-02,5.088390111923217773e-01,0.000000000000000000e+00,5.088390111923217773e-01,0.000000000000000000e+00,7.121110558509826660e-01,4.726831316947937012e-01,6.986085772514343262e-01,3.144442141056060791e-01,5.340728163719177246e-01,9.829699248075485229e-02,6.120802164077758789e-01,2.213826328516006470e-01,6.091760396957397461e-01,3.119606673717498779e-01,5.088390111923217773e-01,0.000000000000000000e+00,5.088390111923217773e-01,0.000000000000000000e+00,6.332145333290100098e-01,5.089204311370849609e-01,7.640897035598754883e-01,4.311779141426086426e-01,6.065524220466613770e-01,2.097065001726150513e-01
4.099363088607788086e-01,3.540387749671936035e-02,5.088390111923217773e-01,0.000000000000000000e+00,5.088390111923217773e-01,0.000000000000000000e+00,7.121110558509826660e-01,4.726831316947937012e-01,6.986085772514343262e-01,3.144442141056060791e-01,5.340728163719177246e-01,9.829699248075485229e-02,6.120802164077758789e-01,2.213826328516006470e-01,6.091760396957397461e-01,3.119606673717498779e-01,5.088390111923217773e-01,0.000000000000000000e+00,5.088390111923217773e-01,0.000000000000000000e+00,6.332145333290100098e-01,5.089204311370849609e-01,7.640897035598754883e-01,4.311779141426086426e-01,6.065524220466613770e-01,2.097065001726150513e-01,5.483150482177734375e-01,1.091199964284896851e-01
5.088390111923217773e-01,0.000000000000000000e+00,5.088390111923217773e-01,0.000000000000000000e+00,7.121110558509826660e-01,4.726831316947937012e-01,6.986085772514343262e-01,3.144442141056060791e-01,5.340728163719177246e-01,9.829699248075485229e-02,6.120802164077758789e-01,2.213826328516006470e-01,6.091760396957397461e-01,3.119606673717498779e-01,5.088390111923217773e-01,0.000000000000000000e+00,5.088390111923217773e-01,0.000000000000000000e+00,6.332145333290100098e-01,5.089204311370849609e-01,7.640897035598754883e-01,4.311779141426086426e-01,6.065524220466613770e-01,2.097065001726150513e-01,5.483150482177734375e-01,1.091199964284896851e-01,5.088390111923217773e-01,0.000000000000000000e+00
5.088390111923217773e-01,0.000000000000000000e+00,7.121110558509826660e-01,4.726831316947937012e-01,6.986085772514343262e-01,3.144442141056060791e-01,5.340728163719177246e-01,9.829699248075485229e-02,6.120802164077758789e-01,2.213826328516006470e-01,6.091760396957397461e-01,3.119606673717498779e-01,5.088390111923217773e-01,0.000000000000000000e+00,5.088390111923217773e-01,0.000000000000000000e+00,6.332145333290100098e-01,5.089204311370849609e-01,7.640897035598754883e-01,4.311779141426086426e-01,6.065524220466613770e-01,2.097065001726150513e-01,5.483150482177734375e-01,1.091199964284896851e-01,5.088390111923217773e-01,0.000000000000000000e+00,5.088390111923217773e-01,0.000000000000000000e+00
7.121110558509826660e-01,4.726831316947937012e-01,6.986085772514343262e-01,3.144442141056060791e-01,5.340728163719177246e-01,9.829699248075485229e-02,6.120802164077758789e-01,2.213826328516006470e-01,6.091760396957397461e-01,3.119606673717498779e-01,5.088390111923217773e-01,0.000000000000000000e+00,5.088390111923217773e-01,0.000000000000000000e+00,6.332145333290100098e-01,5.089204311370849609e-01,7.640897035598754883e-01,4.311779141426086426e-01,6.065524220466613770e-01,2.097065001726150513e-01,5.483150482177734375e-01,1.091199964284896851e-01,5.088390111923217773e-01,0.000000000000000000e+00,5.088390111923217773e-01,0.000000000000000000e+00,5.088390111923217773e-01,0.000000000000000000e+00
6.986085772514343262e-01,3.144442141056060791e-01,5.340728163719177246e-01,9.829699248075485229e-02,6.120802164077758789e-01,2.213826328516006470e-01,6.091760396957397461e-01,3.119606673717498779e-01,5.088390111923217773e-01,0.000000000000000000e+00,5.088390111923217773e-01,0.000000000000000000e+00,6.332145333290100098e-01,5.089204311370849609e-01,7.640897035598754883e-01,4.311779141426086426e-01,6.065524220466613770e-01,2.097065001726150513e-01,5.483150482177734375e-01,1.091199964284896851e-01,5.088390111923217773e-01,0.000000000000000000e+00,5.088390111923217773e-01,0.000000000000000000e+00,5.088390111923217773e-01,0.000000000000000000e+00,5.009817481040954590e-01,1.969875097274780273e-01
5.340728163719177246e-01,9.829699248075485229e-02,6.120802164077758789e-01,2.213826328516006470e-01,6.091760396957397461e-01,3.119606673717498779e-01,5.088390111923217773e-01,0.000000000000000000e+00,5.088390111923217773e-01,0.000000000000000000e+00,6.332145333290100098e-01,5.089204311370849609e-01,7.640897035598754883e-01,4.311779141426086426e-01,6.065524220466613770e-01,2.097065001726150513e-01,5.483150482177734375e-01,1.091199964284896851e-01,5.088390111923217773e-01,0.000000000000000000e+00,5.088390111923217773e-01,0.000000000000000000e+00,5.088390111923217773e-01,0.000000000000000000e+00,5.009817481040954590e-01,1.969875097274780273e-01,6.489091515541076660e-01,4.500713348388671875e-01
6.120802164077758789e-01,2.213826328516006470e-01,6.091760396957397461e-01,3.119606673717498779e-01,5.088390111923217773e-01,0.000000000000000000e+00,5.088390111923217773e-01,0.000000000000000000e+00,6.332145333290100098e-01,5.089204311370849609e-01,7.640897035598754883e-01,4.311779141426086426e-01,6.065524220466613770e-01,2.097065001726150513e-01,5.483150482177734375e-01,1.091199964284896851e-01,5.088390111923217773e-01,0.000000000000000000e+00,5.088390111923217773e-01,0.000000000000000000e+00,5.088390111923217773e-01,0.000000000000000000e+00,5.009817481040954590e-01,1.969875097274780273e-01,6.489091515541076660e-01,4.500713348388671875e-01,5.673565864562988281e-01,2.808419167995452881e-01
6.091760396957397461e-01,3.119606673717498779e-01,5.088390111923217773e-01,0.000000000000000000e+00,5.088390111923217773e-01,0.000000000000000000e+00,6.332145333290100098e-01,5.089204311370849609e-01,7.640897035598754883e-01,4.311779141426086426e-01,6.065524220466613770e-01,2.097065001726150513e-01,5.483150482177734375e-01,1.091199964284896851e-01,5.088390111923217773e-01,0.000000000000000000e+00,5.088390111923217773e-01,0.000000000000000000e+00,5.088390111923217773e-01,0.000000000000000000e+00,5.009817481040954590e-01,1.969875097274780273e-01,6.489091515541076660e-01,4.500713348388671875e-01,5.673565864562988281e-01,2.808419167995452881e-01,6.669623255729675293e-01,3.014108240604400635e-01
